apk,des,per,pp,ui,cg,des_psg,BLEU-n_psg,ROUGE-L_psg,des_ctx,BLEU-n,ROUGE-L
finarea.InternetCalls, You can choose any contact from your regular contact list or add new contacts,contact,access to device camera is required for us to provide our service,Camera Gallery Settings Exit Take Photo Select Select All Done Cancel,get capture height get start capture set continuous focus mode get video sizes get capture format get capture width get auto focus,the purpose of this app is to provide a user interface for the contacts app  allowing users to add new contacts  as well as options to select an existing contact or import contacts from an external source,8.799092914974391,13.953487950243389, this app uses your camera to scan your photo in a camera,3.138709718569709,8.695651682419687
za.co.yoco,mail or SMS,sms,"by accepting our privacy policy and terms of service, you consent to our collection, storage, use and disclosure of your personal information as described in this privacy policy.",select contact backup select folder start cancel exit,activity result run get external storage directory call run get file name item selected parse path strategy get path strategy get real path get free external storage space get file get storage state, or location services,17.4293276085103,33.33333283333334, download and download your ringtones and share your friends or friends,4.059303217698318,19.999999580000008
com.globalcoporation.myphotokeyboard, Select your photo from camera and gallery,camera,These permissions can help us access your storage for save photo do your storage,Save image Saved photos Save Save to new file,click get external storage directory click create post execute check camera get external cache,s camera and gallery,29.37671732444708,54.54545408264463, save and share your photo to gallery,27.24200771425317,42.857142357142855
com.guidebook.android, Build your personal schedule and to,calendar,"When you use the App and with your consent, we may collect and use your precise (or GPS) location information collected from the App to enhance your use of the App by providing you with sessions and meetings nearby.",find your location,location get altitude location map get current position get last known location ,s camera and to provide an easy,16.862012739611025,30.76923027218935, this app uses your location to your location,9.578122612241073,33.33333283333334
finarea.CosmoVoip, You can choose any contact from your regular contact list or add new contacts,contact,access to device camera is required for us to provide our service,Camera Gallery Settings Exit Take Photo Select Select All Done Cancel,get capture height get start capture set continuous focus mode get video sizes get capture format get capture width get auto focus,the purpose of this app is to provide a user interface for the contacts app  allowing users to add new contacts  as well as options to select an existing contact or import contacts from an external source,8.799092914974391,13.953487950243389, this app uses your camera to scan your photo in a camera,3.138709718569709,8.695651682419687
com.happyfall.kamero.w7, We at camera crew put our hearts to capture these moments right and beautify your best memories through photography and filming skills,camera,the camera is only used for picking a color,camera put object within the circle and it will tell you the color,set content view get camera device auto focus click open camera set parameter, this app allows users to capture and record videos and store them temporarily before saving them to the device s camera roll,9.837208731034757,14.999999501250016, use your camera to take a photo,1.7902919491543532,14.285713910714296
com.joingo.tamarackplayer, and reminders to make sure you don,calendar,"to set reminders for your upcoming event, the app will need access to your calendar. we do not upload or save your calendar data",set event reminders cancel,set content view start event calendar manage profile click add notification get instance set click listener click set reminder cursor instance set notification uri, and save the image to the device,11.02752140323762,30.76923027218935, this app uses your contacts to your contacts,5.677983649215282,15.38461488757398
org.stanfordhealthcare.myhealth, follow step by step directions to your appointment location,location,"In some cases we collect and store information about where you are located. This may be accomplished by converting your IP Address into a rough geolocation, or by requesting location information from the device you are using to access the Services.",Search location or place Location Service is Enabled,location change add map show region map ready get longitude get latitude item selected get last known location, and allows users to share their location with emergency contacts,7.590056485051298,22.22222172839508, the app uses your location to gps you with gps you and track your location to track your location,5.472722335236624,31.578946880886434
com.megalabs.disk,The password will be sent as an SMS message to the entered number,sms,request permission: send sms,send free sms to your contacts send select contacts back,get default set click listener click send message send text message set smsc address set string get contacts get lookup table get number, such as writing to the external storage  reading from the external storage,14.243523797533914,28.57142808163266, read contacts to read the contact contacts,4.679780638655421,23.529411349480974
com.aimp.player, An ability to register playing track as ringtone from player,contact,request permission to access device camera,profile change picture select from album ok cancel go back register login to account,set preview layout format get camera id open camera run start activity create bundle save output file, such as the ability to view and edit the addresses in a list or calendar view,9.354933536308875,16.66666618055557, take a photo or take a picture with camera or select your photo from gallery,2.944456754818198,9.523809024943338
org.vndnguyen.phoneinfo, This permission is required to read the camera resolution,camera,Our app need storage permission to perform better funcionalities.,Allow app to store data in your storage Settings,send referrer server run pull get action bar context get external storage directory stop get emulator request permission,s camera  and the camera is set up to perform a scan,15.481343694991605,19.99999950500001, save your favorite images to your device in gallery,5.010658302996347,11.764705384083065
com.easylabs.strobe,Produces regular flashes of light using camera flash LED,camera,We also use the camera to upload the home works by clicking the blackboard or printed text.,Open camera,set click click take picture,s camera  the onkeydown method controls the torch light of a camera,8.73609029824592,21.052631080332425, select a photo from the gallery or take a photo with the camera,3.4127942869901453,10.526315290858749
com.lixiangdong.classschedule, exams and reminders is simple and fast and daily notifications will help you never forget anything,calendar,"Com Error Team see the importance of data privacy comes first but sometimes we do need to ask some more information of the users for adoption in other applications or websites e.g. cemera, microphone, photos, location, account, contact and cell phone.",Save Image,run process result gallery get scaled rotated show run run get external storage directory get real path track level track level run clear cache, camera  the app can access and use the camera and microphone to capture and record media,6.515234479242025,7.692307195266304, save your photos and share it in your phone,2.302025819816555,9.090908628099196
air.org.axisentertainment.BabyHazelAfricanSafari, She needs someone to look after her each moment in such locations,location,permission required by this app: read external storage and write external storage,download,get external storage directory,onsaveinstancestate s state needs to be saved before it is destroyed onsaveinstancestate,6.288124191571636,17.39130384877128, save your photo to your phone,2.853776205985895,11.764705467128042
ibox.newyear.photo.frame, Pick images from gallery or take photo from camera,camera,"we may ask you to provide us with certain personally identifiable information such as camera, photo gallery, storage that can be used to run the application normally",open gallery take picture save exit,run get external storage directory get provider set content view activity result get contact list,s camera and gallery  or start camera functionality,16.988814952667035,39.999999502222224, select a photo from gallery or take a picture with the camera then apply the frame that you like and save with text,19.238908921584983,35.71428530612245
com.sharecare.realgreen,actual age compared to your calendar age,calendar,our app will always notify you when it writes the information to your calendar we provide convenient features that allow you to add a reminder for any event directly into your personal calendar,add game to calendar,set click listener click start view calendar event managed profile append update save calendar, event price  add to calendar,10.643103495607866,36.36363586776859, this app uses your contacts to your contacts,14.59874131984243,33.33333283333334
com.creativemonkeygames.worldcricketbattle, We need this permission to detect your location so as to provide region,location,permission required by this app: read external storage and write external storage,download,get external storage directory, this app is designed to provide users with a centralized location to access app details,14.530683608743583,23.076922579881664, save your photo to your phone,4.049670439048909,23.529411349480974
com.sm.christmasringtones,time to get some Christmas sounds and ringtones by installing our Christmas Ringtones app,contact,"RECORD_AUDIO Allows to record audio from the device's microphone, used for making the recordings.",Voice Search Start Recording Calls Call Recorded Select Delete Cancel,start recording read write audio data file run stop recording release, the code segment related to the onrequestpermissionsresult event is used to get the current location time in milliseconds since the epoch and multiply it by a constant value to create a  last location time,6.333640068947997,21.052631146814413, record your voice to real time after recording,4.524384760075078,9.999999520000022
com.gasengineerapp,	Automatic SMS and Email Service Reminders,sms,read sms permission is required,show notification ok cancel,get content receive sms message create from get message body set notification alert, and external storage permission check,7.800262836784081,18.181817685950424, set and sync your contacts,7.800262836784081,18.181817685950424
me.perkd,camera to add membership,camera,Camera permission is used for accessing the camera or capturing images and video from the device.,tap camera icon to start,set content set view click scan get camera open camera open camera, event price  add to calendar,15.877644654299951,22.22222172839508, select a photo from the gallery or take a photo with the camera,3.4127942869901453,14.285713877551034
com.luzeon.BiggerCity, Share photos or even your map location via Messages,location,This app requires access to your current location.,get current location,request map get last known location request ad management open map display current location, the ui includes a camera surface s camera and can potentially capture photos or video,7.551704651491164,17.39130387145559, the app uses your current location,7.887680969188395,26.66666618666667
fr.ineat.zouzoucar, Close with a profile photo to identify yourself among your Zouzoucar contacts,contact,access external storage,Add more photos to enhance your profile. Add Photo One single action can greatly increase your profile response ADD PHOTO Add Photo Reminder Add photo Request sent Intermediate-Add photo Onboarding-Add photo ,set click listener click select photo get external storage directory get gallery append item select add photo run set image set click listener click save profile., this app provides users with a central location to configure app settings and preferences,10.731292814895088,23.076922579881664, save your photos to your phone,4.784120341844621,23.529411349480974
com.dhservices.daddyhunt, Change your location and view profiles in specific cities or countries,location,"we use location information to customize content on our apps,continue to approximate your location based on your ip address or through other means, and/or precise geolocation data and other informationand use of location-based information through our apps",get location enable gps location exit,create do background get latitude get longtitude run single location update, location  and gps status  and view current location,15.524833094484734,35.29411719031142, location to access and provide you based,6.227441177236719,22.22222174691359
ctt.mobile.android.app.ctt,  You can also find all the information you need about our CTT Stores and Points including location and available services,location,"we may use various technologies to determine location, such as gps, wi-fi or other network-based data such as ip address we do not provide your location data for advertising networks and third parties your gps geo-location is not accessed without your consent you can always withdraw your consent, for example by turning off gps location sharing in your mobile device settings",start navigation search cancel exit,get latitude get longitude create get provider set,the purpose of this app is to provide a user interface for managing locations and searching for cities  users can also view the current location and weather information for the cities they have added,9.287392143317144,21.73912995841211, gps and get app to your location,1.7215950861534917,15.999999596800011
com.flirtwith, chat and send messages and photos on the go,sms,read external storage: to load photo from user's phone. we do not save or transfer user's data,open photos select back settings exit,create get external file directory set content view click open get image id list show preview, and logging scanned file paths and associated uri on the external storage,15.481343694991605,31.57894688088644, save your photo to your photo and share it to your device,3.707947408994927,12.499999500000019
finarea.CheapVoip, You can choose any contact from your regular contact list or add new contacts,contact,access to device camera is required for us to provide our service,Camera Gallery Settings Exit Take Photo Select Select All Done Cancel,get capture height get start capture set continuous focus mode get video sizes get capture format get capture width get auto focus,the purpose of this app is to provide a user interface for the contacts app  allowing users to add new contacts  as well as options to select an existing contact or import contacts from an external source,8.799092914974391,13.953487950243389, this app uses your camera to scan your photo in a camera,3.138709718569709,8.695651682419687
com.f1soft.nccmobilebanking.activities.starter, You can manage and access your NCC Bank accounts quickly and securely either through SMS,sms,access storage,videos select save share,click back execute executor create view item click execute get external storage directory, upload contacts  such as storing or transmitting sensitive user contacts and access tokens during interactions,7.551704651491164,14.285713785714302, save your own image in your device,2.090053016801523,9.999999580000019
com.freshdesk.freshsales.mobile,at the location,location,"We may collect your location information to add geo tags to the photos and videos you take on our services. With your consent, we may collect such information through GPS, wireless network, wifi network, etc. You can revoke your consent or turn off geo tags by changing your location permissions in settings.",find current location save,run background get current location select photo tag location set, the location services,45.24493306403652,66.66666616666667, the app uses your current location,13.004587390397507,44.444444000000004
kx.music.equalizer.player,"share it with your friends via facebook, e-mail, SMS",sms,access to device storage to store downloaded files,view download,run get external storage directory run run, and allows users to share their location with emergency contacts,6.867767112680908,21.052631080332425, save your own music music and external in app will be be text download stored etc etc,2.589413283930688,8.69565169754256
com.swash.transitworld.newjersey, for example to your contact name,contact,Midifun Karaoke utilizes the audio recorder of the Android device only when the user clicks the record button.,settings,set audio source, event price  add to calendar,7.800262836784081,18.181817685950424, the app will use the microphone to the microphone and the audio level in the microphone and microphone,2.4422393111101006,12.499999531250019
com.superherobooth.paritymobile,Superhero Photo Booth allows you to turn your android camera into a real,camera,"request permission: camera, storage, .etc",open camera flip take photo exit,get camera device set parameter auto focus set click listener click open camera set click listener click take photo, the app also includes a dialog box to inform the user if the android camera encounters a problem,10.21239097687604,28.5714280739796, select a photo from the gallery or take a photo with the camera,8.049729078651039,17.39130385633272
com.creativejoy.loveframe, This selfie camera will surely make you more beautiful and attractive,camera,Take photos by user's device camera. To help you access and use camera to take pictures.,Upload Open Callery Camera Take Picture,click set camera set preview surface click take picture click run start video recording start, the dialog will show either the gallery or camera options,6.867767112680908,9.999999505000025, take photos and videos with the camera,6.227441177236719,11.111110635802488
com.alextern.shortcuthelper,Reading your contacts is required for selecting some contact which will be used as a target for a shortcut,contact,"The app has access to your contacts, but it doesn't store this information in local database and use it only while shortcut creation.",Select Contact Contact Shortcut,get contact list , switch their location  as well as a custom spinner for selecting a location and a custom spinner for selecting a member status,12.870492956172404,19.999999508888905, this app is your contacts,1.9566946533814928,18.181817830578513
com.weaseldev.kaleidoscope,Camera Kaleidoscope creates beautiful displays of art by mirroring parts of your camera image in certain angles,camera,CAMERA - Required for camera overlay,open camera quit,set content view set content get camera number click open camera, method starts the loading of the saved image in an async task when the fragmentactivity is resumed,8.791418270421788,19.99999950000001, you can use your camera to take a photo,5.293378565319694,16.66666619791668
com.twin,send all your text messages for free ,sms,you agree to allow bkav mobile security to send sms to support the anti-theft feature,edit sms select contact send save draft quit,set click listener click send text message, the app also includes a download button that allows users to download the images for free  the app requests runtime permission to access the write external storage,4.139638634889686,14.285713910714296, record your voice to audio and share it to record friends and make your voice,2.944456754818198,11.764705397923896
com.caynax.home.workouts, to start reminder service after phone start,calendar,android.permission.RECORD_AUDIO This permission allows the app to record audio.,Microphone Start Broadcastinng Share Voice Search,"start recording run record 
",s bluetooth is enabled and to start a microphone test,11.518921568034022,24.999999531250005, this app allows you to record the microphone of the microphone,4.059303217698318,13.33333285333335
com.vcard.android.free,ContactSync is an Android app which allows you to sync your Android contacts with CardDAV,contact,permissions: read contact,Add Contacts Add Category Add Item Add To Existing List,request contact permission handle message get contact list send message request content provider get provider,the ticameraactivity app is an interface for the user to interact with the camera functionality of the app,12.063159732083111,27.586206397146256, read contacts to read your contacts for a contacts,6.029759737495533,29.999999580000004
com.nix,demand or scheduled,calendar,"by accepting our privacy policy and terms of service, you consent to our collection, storage, use and disclosure of your personal information as described in this privacy policy.",select contact backup select folder start cancel exit,activity result run get external storage directory call run get file name item selected parse path strategy get path strategy get real path get free external storage space get file get storage state, or location services,17.4293276085103,33.33333283333334, download and download your ringtones and share your friends or friends,4.059303217698318,19.999999580000008
au.com.optus.optusstadium,On to plan your calendar and buy tickets to events,calendar,calendar access required,add events to calendar view details go back,set preview get content get instance set view start event calendar manage profile,the purpose of this app is to display a calendar and allow users to interact with it,10.82602875184478,23.999999539200008, you can send your contacts to a time from the app,6.877744262307546,19.99999950500001
com.ups.mobile.android, find UPS locations and much more with the UPS Mobile app,location,request permission to access device camera to take pictures or videos,take pictures start recording change mode save to album,get camera device click open camera set click listener click take pictures set click listener click start recording, and interacting with the camera or gallery,12.540263402362536,35.29411716262976, take a photo or capture a picture with camera or select your photo from gallery,2.944456754818198,9.090908595041348
com.caynax.a6w, to start reminder service after phone start,calendar,android.permission.RECORD_AUDIO This permission allows the app to record audio.,Microphone Start Broadcastinng Share Voice Search,"start recording run record 
",s bluetooth is enabled and to start a microphone test,11.518921568034022,24.999999531250005, this app allows you to record the microphone of the microphone,4.059303217698318,13.33333285333335
com.performancephones.crewnerd,Stream your location and workout data as it happens to any web browser via CrewNerd,location,"we use location information to customize content on our apps,continue to approximate your location based on your ip address or through other means, and/or precise geolocation data and other informationand use of location-based information through our apps",get location enable gps location exit,create do background get latitude get longtitude run single location update, as well as to request user location and camera access permissions,11.775975829223484,15.999999520000014, location to access and provide you based,4.866518073022803,18.181817747933895
com.etaximo.android.clientapp, Confirm your pickup location,location,we and/or our service providers may collect your location information when you access our services,share find your location,get current location set click listener click share location information, such as location,12.488658953745814,28.57142808163266, this app is you to display a location information and get gps based,3.4127942869901453,11.764705522491361
com.peoplemedia.blackpeoplemeet, safe and fun atmosphere which makes it easy to quickly view and contact thousands of black singles in your area,contact,the app request camera permission to colloct sensitive data. the data collected will be handle securely.,open gallery take photo cancel exit,set content view set preview get camera device auto focus set parameter open camera set click listener click take picture get preview click gallery, a list of invited contacts  an add contacts view  and a button to invite contacts to join the chat,9.169173453271302,11.764705389273376, record your voice to record your microphone,1.7215950861534917,16.666666336805562
uk.co.parentmail.parentmail,date with the school calendar,calendar,our app needs calendar permission to provide its functionality,view all your classes add to calendar set reminders return save ,get instance set click listener click save booking calendar set time set location get available location set set set set instance get time zone get week year get time set complete, and interacting with the camera or gallery,16.862012739611025,33.33333284722222, the application can record your voice and then you can record your voice with a time and using your device,3.7328414715536686,10.526315401662064
com.weatherflow.smartweather, adjust your irrigation schedule,calendar,microphone permission is required to access the microphone and record your voice,grant microphone permission to allow voice recording,run create audio record run start recording run stop release,the purpose of this app is to provide a user interface for the camera app  allowing users to adjust camera settings  and choosing between different camera modes,1.6162507113196334,7.407407155006868, the application can record the sound of your device,5.010658302996347,16.666666222222233
com.ulmon.android.playrome, See your location on the Rome offline map,location,"Location-based interactions
Geolocation
Personal Data: geographic position",Current Location Search Near me,get gas list get address tab get latitude child click location, such as requesting necessary permissions to write to external storage and saving an image to storage location on the device,10.53289855814327,23.999999564800003, location to track your current location and gps location on your current location,11.583960079962267,37.4999995
peterman.apps.attendance, Import contacts from your contact list or from Google Docs Spreadsheets,contact,Read external storage: used to allow the user select a picture from the device photo gallery.,Select Image Reading Files Apply to all images Close OK,get individual cache directory image loader get cache directory create reserve disk cache get cache directory get cache directory empty default build get external storage directory get individual cache directory create disk cache create default get cache directory get external cache , for retrieving a list of contacts from the device s contacts database,12.58440046131092,19.04761854875285, you can save the photo to your phone and share the apply a photo and apply the photo as you,2.1930390020415773,8.695651682419687
com.kbsbng.androidapps.sunrise_sunset_calculator,The Sunrise Sunset Calculator is a free application that lets you find the following timings for either your current location or any given location on the earth,location,"this app may require you to provide me with certain personally identifiable information, including microphone.",settings start recording stop save return,start set audio source click start recordinng, which suggests that the app is collecting and tracking user statistics or analytics  it performs a location  such as displaying an animation at a specific location on the screen,14.931719066526547,19.999999500800016, the app will use the microphone to the microphone and the microphone as the microphone,3.126062013100049,6.249999625000022
finarea.VoipStunt, login with your Voipstunt username and start calling your contacts at the cheap Voipstunt rates,contact,Our service also need access to your device contact to add people from your device address book to skype contact list,video chat call select contact share,start call invite get contact , a dialog box will appear indicating that the appointment is booked successfully and the user should make themselves available at the booking location,6.458724846050217,17.647058351211086, this app is your contacts,3.3228098589314548,22.22222182098766
com.healthinfo.spices.benefits.weightloss.hairloss.skin.nutrition,"Share your favorite benefits with your friends and family through email, SMS",sms,this app might access your device's camera to let you take a new photo or access photos or videos stored on your device for editing,Start Video Choose Contact Start Cancel,get device get camera open camera, which allows users to share their location with friends and contacts  allowing users to easily share their location with friends and contacts,8.325573149802048,33.33333283680556, select a photo from the gallery or take a photo with the camera,3.4127942869901453,9.523809024943338
com.smsBlocker, Automate backup schedule to daily,calendar,record_audio: it is necessary to use the microphone,our app needs microphone activated to record audio,get state run start recording, event price  add to calendar,9.527262543222346,19.99999950000001, the application can record the microphone and the application in the microphone and use it to the microphone of microphone,2.1930390020415773,12.499999570312518
com.google.android.tts, Dictation or keyboard apps that you might use to dictate text messages through voice,sms,"permissions used in our app include: read sms, send sms",free message backup app backup restore,get content receive sms message create from get message body get sms list set click listener click backup message set content,this is a contacts app that allows users to send messages to other contacts,7.463591816647687,23.076922579881664, read contacts to read contacts,1.5748459061898192,11.764705591695508
com.starleaf.breeze2, StarLeaf syncs your meetings to your Outlook or Google calendar and makes meeting management easy,calendar,our app will always notify you when it writes the information to your calendar we provide convenient features that allow you to add a reminder for any event directly into your personal calendar,add game to calendar,set click listener click start view calendar event managed profile append update save calendar,the purpose of this app is to display a calendar and allow users to interact with it,8.791418270421788,19.99999950222223, this app uses your contacts to your contacts,8.024947954346333,19.999999580000008
com.dbd.catbomb,Cat Bomb is using the device camera to take photographs and adds overlays on top of them,camera,"The application may use the device camera to take pictures as part of its main feature. If used, the camera will operate only when activated by the user.",open camera effects color filter save cancel,set click listener click get camera open camera take picture set effects set color effects set filters save,the purpose of this app is to allow users to take photos using the device s camera through the facebook app camera,19.814490964083607,28.571428071836745, this app will be video in camera in the camera,3.7691105054231566,15.99999956480001
de.awesome.apps.factory.smsreader,SMS Reader is very simple and helpful lightweight app,sms,write external storage permission to save photos,save image,create set view run get external storage directory run,s location and if the facebook app is installed,11.744368300100954,22.22222172222224, save your own music music and external in app will be be text download stored etc etc,4.403409902392706,17.39130387145559
us.handstandwith.handstandsfhunt,4 people solve riddles that lead them to unique locations around the city,location,Our app may collect location information from users.,find your current location open map show satellite mode,run get provider get last known location set click listener start activity click open map get instance, the app proceeds to create memes and save them to the user,11.578207355887791,26.086956030245755, you can use your current location to get gps information and get location information,3.1613146643144376,8.333332836805587
com.atsdev.policesuitcamera, is free application camera and collage photo with police photo suit with a simple interface and easy to use,camera,this app access your device microphone to record audio data.,start recording end recording delete recording,set audio source, ticameraactivity  is responsible for the user interface and functionality related to camera and photo  to manage the state and behavior of the camera and photo,14.0125047388189,30.303029803489444, record your voice and record it,0.8886751108747768,9.523809160997747
lu.pragma.editus,All the private and business contacts on your smartphone,contact,"We may only use contact information of your address book, if you agree to provide it to us, for the limited purpose of sending them an invitation to use the Service or other products of our company",Select Contacts Import,set click listener execute parallel add record execute click get contact save b show show background click persist historical data ,s contacts on their device s contacts  creating backups of the contacts,12.58440046131092,22.22222172222224, access and calendar to calendar,4.280875009418903,15.384614958579892
com.toktumi.line2, and other important contacts,contact,we allow you to download content and store it on your device in your usb storage,Download Image Audio Video Downloading Downloading Error,"resolve possible path get external parse path strategy save gallery get path strategy save path get external storage directory attach save card dump get external cache get file get storage state load file save gallery 
",s location and other settings,24.55242845372436,44.44444395061729, download and share your favorite files,7.757368003220255,19.99999952000001
com.microsoft.sharepoint, Tap on a user to get to their contact card and see who they work with and what they are working on,contact,"the use of certain functions will require an internet connection and, where applicable, access to the device 's geolocation data.","There are no courses Nothing to display App Version Server Version Phone Email Website University Privacy Policy Powered by Powered by Ellucian Ellucian Privacy Policy Select a Term and enter Search criteria Search Nothing to display Nothing to display Date Posted: Take Action There are no grades for this term No Grades Recorded Faculty Name Title Phone Mobile Email Address Department Office Room Loading Configuration. Please wait?? ""We're sorry"" Ineligible for Registration Nothing to display Register No data There are no institutions to display at this time. Nothing to display Add To Cart Nothing to display Sign In Contact: Email: Name Type Campus Address Description Additional Services: Map Directions Name Type Phone Email Address Map Directions ",handle intent new intent get last known location get best location work provider , such as when the user clicks on a button or navigates to a new location  and logs location information to the analytics library if they are,13.467281005899396,29.99999950500001, access your location to your current location,0.7688875358396315,8.695651833648407
com.topodroid.proj4,Details and contacts,contact,read contact permissions is needed to backup your contact,Sync Contacts Cancel Cloud contacts sync is cancelled! Backup Cancel,click access get contacts update info get contacts information, and contacts,42.21397146956545,79.99999952, read contacts to read the contact contacts to read the list,4.059303217698318,22.222221777777783
com.primeincorporated.pintpassbozeman,Check out our map and brewery list to discover craft breweries near your current location,location,"When you visit the mobile application, we may use GPS technology (or other similar technology) to determine your current location in order to determine the city or region you are located within and display a location map with relevant advertisements.",get location,get content get latitude get longitude get distance, and location  initializing a location manager  getting the current location,9.22868565011772,26.08695606805294, access your location with a location,2.901715667083647,19.999999625000004
droom.sleepIfUCan,Crazy loud ringtones for heavy sleepers and night owl but also for morning people who want to wake up gently with no anxiety,contact,our app request write external storage permission,Islamic Ringtones Free Download,get cache directory call get external cache get cache directory create default create reserve disk cache get individual cache directory create interstitial manager get storage state create new get external storage directory, providing a simple interface for users to select the call logs they want to backup and choose a backup location  choosing a backup location,7.621758386527545,14.999999505000016, save your photos and share it in your friends and use it to your friends on the gallery,3.1469544286453255,11.428570961632674
com.sl.SLBiljetter,The app will use GPS to find your position for trip searches from your location,location,"When you open the Application, we may use GPS technology (or other similar technology) to determine your current location and display a location map.",Show Weather Enter Location Get Current Location,get location run kill process get last known location run get location run , such as starting the location service to find nearby pois  such as starting the location service to find nearby pois  the code also includes the request for location permissions,7.437025573287258,33.33333283555556, access your location to get the location,8.687654894745524,19.999999580000008
jp.blowbend.android.music.tn1g,1G detect the pitch of notes that picked up by a microphone,microphone,this data is handled as personal and sensitive information and the pitchtuner app will not send microphone data from your devicethe pitchtuner app request permissions to use data from your microphone,hold to start listen display,set audio source click start listening,s bluetooth is enabled and to start a microphone test,9.430895330042702,18.181817685950424, the application uses your device to the phone with the microphone,6.280073212319239,19.047618557823142
com.bt.bms, We only need to read your contacts when you need to pick someone from the contacts to share booking details with,contact,Read contacts to Retrieval of data for displaying the upcoming birthdays of your contacts.,Settings Home Screen Upcoming Birthday Anniversary Date,get contact create birthday notification , method checks whether the app has the necessary permissions to read from the external storage device,9.750414211034863,25.80645111758586, set contacts from your phone,0.8912572909559426,18.181817830578513
ru.schustovd.puncherfree,Those who use this calendar have noticed a significant difference in their perception of the world in two months,calendar,camera permission is required. please grant us this permission to use our app,"Would you like to Upload a ""How to Use"" Video of Your Product? (Optional) YES NO Select Video Library BACK NEXT Share on Facebook Share on Twitter Share on WhatsApp Share via Email Share via SMS How to use Video not selected How to use Video BACK DONE",activity result get camera set preview click data activity result execute wait configure button resume send server resume start, external storage  of the app includes a dialog that requests permission to use the microphone and external storage,9.660507944753904,12.121211625344372, this app allows you to take a picture or videos to your device to make your picture from gallery,3.9324207430867326,12.121211625344372
com.airwatch.androidagent, office location and reporting structures,location,"Sometimes our services require us to collect your location data (through GPS). If that is the case, you will be requested to grant consent beforehand.","User locations are used to calculate planned routes, find near by places and when checking in at parking places Get current location save location",get time get last location get location set get last known location ,s location and camera,25.00250591400521,44.44444395061729, the app uses your location and get a picture to get you to scan on the map,6.638763294693575,21.052631191135738
com.razorsync, so your calendar is always up to date,calendar,"required permission include, but not limited to, calendar",sync your calendar,set content view set click listener click view calendar start activity start event calendar manage profile get instance,s camera  and the camera is set up to perform a scan,12.58440046131092,31.57894688088644, you can send your contacts to a contacts,9.578122612241073,26.6666661688889
com.cedarfair.canadaswonderland,The app uses your location to keep you up to date with offers,location,"As an integral part of providing the Services, we may use GPS, or other technology to collect geolocation data that tells us your current location.?? This allows us, for example, to assist you with finding parking, or provide you with an interactive map of the park.",get location find nearby events,location package get accuracy call location outside fence location get current place log play event call log play event , this app is designed to provide users with a centralized location to access app details,14.530683608743583,15.38461488757398, location to help the location to gps the location,13.388954227717127,23.529411349480974
com.apps2you.albaraka,	Locate nearest alBaraka branches and ATM,location,"If you grant permission to use your device??s location, Provider will use the data when checking for nearby branch and ATM locations",Get all Location Locations Find Locations ATM Locations Branch Locations,get last known location get night mode run set longitude get location set latitude get location, and external storage permission check,7.800262836784081,18.181817685950424, the app uses your current location to gps you with gps and track your location to track your location,2.3109268076249547,11.111110666666683
com.bestappsfree.flutemusicringtonesfree,Would you like to have flute ringtone as your personal ringtone for Android,contact,Read Contacts - To load/show contacts for the purpose of setting ringtone for individual contacts. Write Contacts - To set ringtones for contacts.,assign ringtone to contact,click assign contact create cursor text get contact content,the purpose of this app is to allow users to select a contact whose ringtone they want to set as the default ringtone for all incoming calls and messages  the list of contacts that have a custom ringtone set to   the list of contacts that have a custom ringtone set to ,4.843225883861904,19.047618639455788, set ringtones to your contacts,3.205641169659614,23.529411349480974
com.avai.amp.isckansas, Customize your daily schedule to create YOUR race day experience,calendar,"required permission include, but not limited to, calendar",go calendar create a meeting cancel sync to calandar back,set content view start event calendar manage profile run background get instance set click listener click sync button set set set get week year get time append save update, the app proceeds to create memes and save them to the user,9.516904983982284,21.052631080332425, you can send your contacts to a contacts,7.459449390767278,24.999999507812507
com.augmentep.aep, is detected through a mobile device or computer camera,camera,"camera permission is required to get an image from your camera, and take picture from your smartphone camera.",take picture gallery cancel select photo exit,set content view set preview get camera device id list click open camera set click listener click take picture click open gallery set gallery layout get content, either through the camera or from the device imgcamera,14.93104201294532,23.529411266436, select a photo from the gallery or take a photo with the camera,8.049729078651039,31.578946869806096
com.insasofttech.kimonophotomontage,Take camera photo and fit your face,camera,use device camera to take pictures and videos,All Image and Video Images Videos Select Image,get camera open set picture size set preview size set focus mode start preview take picture stop preview release, initializing and starting the camera preview,11.00814556571441,15.38461488757398, take photos and videos with the camera,15.260012568756967,28.571428071428578
com.onlinesalespro.OSP, Integrate your email autoresponder and send messages on autopilot,sms,This app requires gps and location data.,share your location to your friends via message quit,create set click listener click get provider get last known location,this is a contacts app that allows users to send messages to other contacts,8.109618008555142,19.047618557823142, the app is you to display the position of your current location,3.707947408994927,9.999999505000023
com.greenleaf.android.translator.entr.a, eMail or SMS the translation,sms,our app need access to your location data.,find your current location,run get provider start run run get current location,s location or saving the app,13.004587390397509,36.36363586776859, location to gps the location to get gps of different the you of time to your time on your location,2.1930390020415773,12.499999570312518
